DocEntry,DocNum,CardCode,NumAtCard,DocDate,DocDueDate,DocStatus,Cancelled,Comments,SlpCode,CreateDate,UpdateDate
1519,1519,C00012,,2024-04-17,2024-06-18,O,N,,6,2024-04-17,2024-05-15
1520,1520,C00164,ARCO-2025-00045,2023-01-20,2023-02-27,O,N,Reposição,1,2023-01-20,2023-02-16
1521,1521,C00244,,2024-04-21,2024-06-01,O,N,Pedido complementar,9,2024-04-21,2024-05-09
1522,1522,C00025,,2022-09-21,2022-11-01,O,N,,4,2022-09-21,2022-10-03
1523,1523,C00021,,2024-11-01,2024-11-25,C,Y,,8,2024-11-01,2024-11-05
1524,1524,C00065,ARCO-2023-00271,2024-07-29,2024-09-19,C,N,Urgente,17,2024-07-29,2024-08-09
1525,1525,C00011,ARCO-2023-00068,2025-12-11,2026-01-18,C,N,Urgente,14,2025-12-11,2025-12-14
1526,1526,C00058,,2023-03-18,2023-05-12,C,N,,11,2023-03-18,2023-03-27
1527,1527,C00004,ARCO-2024-00246,2024-01-21,2024-02-20,C,Y,,11,2024-01-21,2024-01-21
1528,1528,C00079,,2022-10-14,2022-11-11,C,N,Urgente,10,2022-10-14,2022-10-23
1529,1529,C00174,,2023-02-16,2023-04-30,O,N,Urgente,22,2023-02-16,2023-02-23
1530,1530,C00080,arco-2023-00126,2024-06-27,2024-08-17,O,N,,13,2024-06-27,2024-07-10
1531,1531,C00218,ARCO-2022-00204,2022-12-26,2023-02-07,O,N,Urgente,9,2022-12-26,2023-01-25
1532,1532,C00183,ARCO-2023-00012,2022-10-26,2022-12-12,C,N,,9,2022-10-26,2022-10-30
1533,1533,C00216,ARCO-2025-00072,2025-10-13,2025-11-27,C,N,Urgente,18,2025-10-13,2025-11-05
1534,1534,C00030,ARCO-2022-00371,2022-01-16,2022-01-31,C,N,Pedido complementar,25,2022-01-16,2022-02-14
1535,1535,C00224,ARCO-2022-00022,2022-01-06,2022-03-02,C,N,,8,2022-01-06,2022-01-11
1536,1536,C00043,ARCO-2023-00047,2024-07-18,2024-08-27,O,N,,3,2024-07-18,2024-08-12
1537,1537,C00097,ARCO-2024-00118,2023-04-19,2023-05-06,C,N,,6,2023-04-19,2023-05-12
1538,1538,C00164,,2024-05-07,2024-07-03,C,N,Urgente,1,2024-05-07,2024-05-25
1539,1539,C00152,ARCO-2025-00056,2023-04-11,2023-04-30,O,N,Urgente,10,2023-04-11,2023-05-02
1540,1540,C00136,ARCO-2023-00271,2025-07-10,2025-09-05,O,N,,22,2025-07-10,2025-08-02
1541,1541,C00018,ARCO-2023-00335,2023-10-24,2023-12-17,C,N,,11,2023-10-24,2023-10-27
1542,1542,C00026,ARCO-2023-00098,2024-01-18,2024-03-04,O,N,,20,2024-01-18,2024-02-11
1543,1543,C00122,ARCO-2022-00247,2024-01-25,2024-03-18,O,N,,7,2024-01-25,2024-01-25
1544,1544,C00145,ARCO-2023-00135,2024-07-08,2024-07-27,O,N,Urgente,19,2024-07-08,2024-07-08
1545,1545,C00139,ARCO-2024-00057,2023-11-30,2024-01-05,C,N,,1,2023-11-30,2023-12-27
1546,1546,C00109,,2025-07-09,2025-10-04,C,N,Pedido complementar,24,2025-07-09,2025-08-04
1547,1547,C00192,ARCO-2025-00056,2025-05-24,2025-08-03,C,Y,Reposição,16,2025-05-24,2025-05-27
1548,1548,C00256,,2023-04-30,2023-07-26,C,Y,Pedido complementar,4,2023-04-30,2023-05-02
1549,1549,C00030,ARCO-2023-00370,2025-04-22,2025-05-17,C,N,Reposição,25,2025-04-22,2025-04-28
1550,1550,C00127,ARCO-2023-00038,2023-03-10,2023-05-12,C,N,,16,2023-03-10,2023-03-26
1551,1551,C00132,ARCO-2024-00023,2025-12-13,2026-02-03,C,N,Pedido complementar,11,2025-12-13,2025-12-23
1552,1552,C00104,,2024-01-25,2024-04-08,O,N,Urgente,21,2024-01-25,2024-02-21
1553,1553,C00189,ARCO-2024-00134,2022-01-26,2022-04-11,C,N,,9,2022-01-26,2022-02-08
1554,1554,C00076,ARCO-2023-00370,2022-08-15,2022-11-12,O,N,,17,2022-08-15,2022-09-13
1555,1555,C00197,,2022-05-13,2022-06-12,C,N,,9,2022-05-13,2022-06-05
1556,1556,C00061,ARCO-2025-00311,2023-03-28,2023-06-06,O,N,,7,2023-03-28,2023-04-15
1557,1557,C00143,,2022-01-08,2022-04-04,O,N,,19,2022-01-08,2022-01-09
1558,1558,C00101,,2024-10-20,2024-12-25,O,N,,12,2024-10-20,2024-11-18
1559,1559,C00237,ARCO-2024-00252,2022-04-12,2022-05-07,C,N,Urgente,2,2022-04-12,2022-04-16
1560,1560,C00198,ARCO - 2022 - 00052,2024-05-24,2024-07-29,C,N,Urgente,4,2024-05-24,2024-06-07
1561,1561,C00104,ARCO-2023-00305,2025-11-25,2026-02-20,O,N,,21,2025-11-25,2025-11-29
1562,1562,C00019,ARCO-2024-00062,2024-01-25,2024-03-31,O,N,Pedido complementar,8,2024-01-25,2024-02-20
1563,1563,C00236,,2024-12-22,2025-01-28,C,Y,Urgente,8,2024-12-22,2025-01-02
1564,1564,C00055,ARCO-2025-00137,2024-12-11,2025-02-17,C,N,Reposição,19,2024-12-11,2024-12-14
1565,1565,C00067,ARCO-2024-00251,2023-06-21,2023-09-09,C,N,,18,2023-06-21,2023-07-06
1566,1566,C00231,ARCO-2022-00192,2025-06-11,2025-08-07,C,N,Reposição,21,2025-06-11,2025-06-18
1567,1567,C00191,ARCO-2025-00297,2022-09-12,2022-10-19,C,N,,22,2022-09-12,2022-10-08
1568,1568,C00042,ARCO-2025-00032,2023-06-05,2023-08-13,C,N,Urgente,20,2023-06-05,2023-06-30
1569,1569,C00255,ARCO-2024-00046,2025-04-13,2025-07-10,O,N,,5,2025-04-13,2025-05-04
1570,1570,C00020,ARCO-2023-00040,2025-02-10,2025-04-27,C,N,,6,2025-02-10,2025-03-02
1571,1571,C00202,ARCO-2024-00264,2024-09-04,2024-11-05,O,N,,2,2024-09-04,2024-09-09
1572,1572,C00217,ARCO - 2022 - 00028,2025-01-29,2025-04-16,C,N,,4,2025-01-29,2025-02-01
1573,1573,C00096,ARCO-2022-00207,2025-09-22,2025-12-21,O,N,,17,2025-09-22,2025-09-25
1574,1574,C00232,ARCO-2023-00085,2022-10-09,2023-01-06,O,N,Pedido complementar,6,2022-10-09,2022-10-23
1575,1575,C00265,ARCO-2025-00005,2025-03-08,2025-04-27,C,N,Pedido complementar,10,2025-03-08,2025-03-28
1576,1576,C00029,ARCO-2022-00247,2024-10-10,2024-12-25,C,N,,3,2024-10-10,2024-10-16
1577,1577,C00038,,2025-10-02,2025-11-24,O,N,,22,2025-10-02,2025-10-08
1578,1578,C00180,ARCO - 2023 - 00357,2024-10-10,2024-12-09,O,N,,1,2024-10-10,2024-11-07
1579,1579,C00236,ARCO-2025-00317,2022-03-12,2022-04-20,C,N,,8,2022-03-12,2022-03-26
1580,1580,C00181,,2023-01-17,2023-03-05,O,N,,10,2023-01-17,2023-01-30
1581,1581,C00194,,2024-08-01,2024-08-16,C,N,,14,2024-08-01,2024-08-01
1582,1582,C00205,ARCO-2023-00140,2025-04-01,2025-05-20,C,N,,6,2025-04-01,2025-04-26
1583,1583,C00035,ARCO-2024-00075,2025-04-29,2025-07-13,C,N,,22,2025-04-29,2025-05-07
1584,1584,C00077, ARCO-2023-00001,2022-05-26,2022-08-13,C,N,Reposição,17,2022-05-26,2022-06-08
1585,1585,C00059,ARCO-2024-00080,2025-07-09,2025-10-07,O,N,,17,2025-07-09,2025-07-15
1586,1586,C00158,,2025-07-22,2025-08-15,O,N,Pedido complementar,13,2025-07-22,2025-08-06
1587,1587,C00020,,2023-09-06,2023-11-18,C,N,Pedido complementar,6,2023-09-06,2023-09-08
1588,1588,C00211,ARCO-2025-00352,2023-01-19,2023-03-13,C,N,,25,2023-01-19,2023-02-01
1589,1589,C00084,ARCO-2023-00092,2023-04-18,2023-06-15,C,N,Reposição,3,2023-04-18,2023-05-10
1590,1590,C00087,ARCO-2025-00128,2022-01-09,2022-03-27,O,N,,13,2022-01-09,2022-01-30
1591,1591,C00152,ARCO-2023-00198,2022-05-08,2022-07-05,C,N,,10,2022-05-08,2022-05-31
1592,1592,C00026,ARCO-2025-00128,2024-12-12,2025-01-05,O,N,,20,2024-12-12,2024-12-15
1593,1593,C00201,ARCo-2025-00069,2022-12-30,2023-01-14,O,N,Pedido complementar,19,2022-12-30,2023-01-02
1594,1594,C00250,ARCO-2025-00035,2022-03-27,2022-05-24,C,N,,15,2022-03-27,2022-04-12
1595,1595,C00172,ARCO-2025-00099,2023-02-08,2023-04-19,C,N,,4,2023-02-08,2023-02-12
1596,1596,C00175,,2025-05-08,2025-05-31,C,N,Pedido complementar,5,2025-05-08,2025-06-01
1597,1597,C00164,ARCO-2022-00225,2022-07-22,2022-09-22,C,N,Reposição,1,2022-07-22,2022-07-23
1598,1598,C00169,ARCO-2023-00156,2022-12-15,2023-01-09,C,N,Pedido complementar,13,2022-12-15,2023-01-05
1599,1599,C00053,ARCO-2024-00082,2025-05-29,2025-07-17,C,N,,15,2025-05-29,2025-06-07
1600,1600,C00004,,2023-03-20,2023-06-08,C,N,Urgente,11,2023-03-20,2023-04-17
1601,1601,C00098,ARCO-2023-00146,2024-04-24,2024-06-19,C,Y,,9,2024-04-24,2024-05-20
1602,1602,C00084,,2022-03-04,2022-04-01,C,N,,3,2022-03-04,2022-03-08
1603,1603,C00027,ARCO-2024-00260,2025-12-08,2026-01-31,C,N,Reposição,24,2025-12-08,2025-12-24
1604,1604,C00201,ARCO-2025-00320,2022-06-01,2022-08-24,O,N,Reposição,19,2022-06-01,2022-06-04
1605,1605,C00127,ARCO-2025-00235,2023-11-01,2023-11-29,C,N,,16,2023-11-01,2023-11-23
1606,1606,C00064,,2023-10-04,2023-11-12,O,N,Reposição,6,2023-10-04,2023-10-24
1607,1607,C00014,,2022-07-21,2022-08-29,O,N,,7,2022-07-21,2022-07-27
1608,1608,C00053,ARCO-2022-00274,2023-04-28,2023-06-19,O,N,Pedido complementar,15,2023-04-28,2023-04-28
1609,1609,C00065,ARCO-2022-00372,2023-05-31,2023-08-04,O,N,Urgente,17,2023-05-31,2023-06-26
1610,1610,C00042,arco-2024-00081,2023-10-04,2023-11-19,C,N,Reposição,20,2023-10-04,2023-10-17
1611,1611,C00226,,2024-07-06,2024-09-19,C,Y,,16,2024-07-06,2024-07-25
1612,1612,C00102,ARCO-2024-00325,2025-09-15,2025-12-14,C,N,Pedido complementar,18,2025-09-15,2025-10-14
1613,1613,C00219,ARCO-2022-00241,2025-01-09,2025-03-28,C,N,,10,2025-01-09,2025-01-10
1614,1614,C00230,ARCO-2023-00092,2025-11-10,2025-12-01,O,N,,7,2025-11-10,2025-12-02
1615,1615,C00019,,2024-01-29,2024-02-22,O,N,Reposição,8,2024-01-29,2024-02-20
1616,1616,C00256,,2022-10-24,2022-12-14,C,N,,4,2022-10-24,2022-11-04
1617,1617,C00142,ARCO-2024-00178,2022-05-13,2022-07-22,C,N,,19,2022-05-13,2022-05-31
1618,1618,C00092,ARCO-2025-00223,2025-12-24,2026-02-06,C,N,Pedido complementar,8,2025-12-24,2025-12-29
1619,1619,C00113,ARCO-2022-00053,2022-12-13,2023-03-03,C,N,Urgente,20,2022-12-13,2023-01-02
1620,1620,C00099,,2025-07-07,2025-08-12,C,N,Urgente,17,2025-07-07,2025-07-23
1621,1621,C00011,ARCO-2024-00378,2023-07-16,2023-08-23,O,N,Urgente,14,2023-07-16,2023-08-09
1622,1622,C00119,ARCO-2023-00315,2025-03-31,2025-05-15,O,N,Pedido complementar,25,2025-03-31,2025-04-13
1623,1623,C00096,ARCO-2022-00334,2023-05-26,2023-07-19,C,N,,17,2023-05-26,2023-05-26
1624,1624,C00241,,2025-09-04,2025-09-19,C,N,,23,2025-09-04,2025-09-27
1625,1625,C00153,ARCO-2025-00338,2025-06-07,2025-08-12,O,N,Urgente,5,2025-06-07,2025-06-19
1626,1626,C00262,ARCo-2023-00213,2023-05-02,2023-07-25,O,N,Reposição,11,2023-05-02,2023-05-13
1627,1627,C00038,ARCO-2025-00132,2024-01-06,2024-02-25,O,N,,22,2024-01-06,2024-01-24
1628,1628,C00171,ARCO-2023-00101,2023-01-22,2023-02-10,C,N,,6,2023-01-22,2023-01-31
1629,1629,C00050,ARCO-2024-00107,2023-12-27,2024-01-25,C,Y,Urgente,7,2023-12-27,2024-01-11
1630,1630,C00159,ARCO-2024-00345,2024-05-28,2024-07-11,C,N,Pedido complementar,3,2024-05-28,2024-06-16
1631,1631,C00006,,2023-11-18,2023-12-06,C,N,,10,2023-11-18,2023-12-03
1632,1632,C00073,ARCO-2024-00134 ,2024-10-25,2025-01-07,O,N,,23,2024-10-25,2024-11-22
1633,1633,C00089, ARCO-2024-00280,2022-06-14,2022-08-24,O,N,Reposição,19,2022-06-14,2022-07-10
1634,1634,C00118,ARCO-2024-00158,2025-10-28,2025-12-22,O,N,,7,2025-10-28,2025-10-30
1635,1635,C00083,ARCO-2024-00163,2024-05-16,2024-07-01,C,N,,19,2024-05-16,2024-05-18
1636,1636,C00045,ARCO-2023-00106,2022-08-04,2022-08-21,C,N,,21,2022-08-04,2022-08-11
1637,1637,C00028,,2023-11-16,2024-02-13,C,N,,5,2023-11-16,2023-11-16
1638,1638,C00121,,2024-12-26,2025-01-22,C,N,,3,2024-12-26,2025-01-17
1639,1639,C00214,ARCO-2025-00191,2025-10-19,2025-11-07,O,N,Reposição,9,2025-10-19,2025-10-23
1640,1640,C00156,ARCo-2023-00130,2024-07-05,2024-07-25,O,N,Urgente,23,2024-07-05,2024-07-07
1641,1641,C00218,ARCO-2022-00241,2025-08-06,2025-09-14,O,N,,9,2025-08-06,2025-08-24
1642,1642,C00245,,2022-01-23,2022-03-05,O,N,,8,2022-01-23,2022-01-29
1643,1643,C00160,ARCO-2025-00131,2023-02-24,2023-04-19,C,N,,12,2023-02-24,2023-03-09
1644,1644,C00185,ARCO-2025-00024,2023-08-26,2023-10-30,O,N,Pedido complementar,2,2023-08-26,2023-09-04
1645,1645,C00057,ARCO-2025-00121,2023-11-15,2024-01-27,C,N,,20,2023-11-15,2023-12-08
1646,1646,C00242,,2022-10-28,2022-11-28,O,N,,19,2022-10-28,2022-11-10
1647,1647,C00238,ARCO-2023-00044,2022-06-07,2022-08-27,C,N,Reposição,15,2022-06-07,2022-07-07
1648,1648,C00258,ARCO-2023-00233,2024-09-02,2024-11-12,C,N,,14,2024-09-02,2024-09-18
1649,1649,C00246,arco-2023-00040,2025-05-27,2025-08-18,O,N,Reposição,20,2025-05-27,2025-06-03
1650,1650,C00234, ARCO-2023-00083,2024-09-02,2024-10-15,O,N,,6,2024-09-02,2024-09-20
1651,1651,C00130,ARCO-2024-00379,2024-11-10,2024-12-05,C,N,,4,2024-11-10,2024-11-18
1652,1652,C00059, ARCO-2025-00352,2025-09-08,2025-11-13,C,N,,17,2025-09-08,2025-09-15
1653,1653,C00055,ARCO-2022-00249,2024-11-10,2025-01-06,C,N,Reposição,19,2024-11-10,2024-11-13
1654,1654,C00167,ARCO-2025-00201,2022-03-09,2022-05-09,C,N,Reposição,22,2022-03-09,2022-03-15
1655,1655,C00121, ARCO-2024-00230,2023-10-10,2023-11-26,O,N,,3,2023-10-10,2023-10-26
1656,1656,C00161,,2024-07-23,2024-08-08,O,N,Pedido complementar,20,2024-07-23,2024-08-06
1657,1657,C00039,,2023-02-08,2023-04-22,C,N,,23,2023-02-08,2023-02-09
1658,1658,C00178,ARCO-2022-00333,2023-11-21,2024-01-03,C,N,,6,2023-11-21,2023-12-05
1659,1659,C00268,ARCO-2022-00347,2024-08-16,2024-11-03,C,N,Reposição,1,2024-08-16,2024-09-14
1660,1660,C00085,ARCo-2023-00374,2022-03-06,2022-03-25,C,N,Pedido complementar,7,2022-03-06,2022-03-27
1661,1661,C00005,,2022-02-14,2022-04-09,C,N,,13,2022-02-14,2022-02-17
1662,1662,C00089,ARCO-2023-00055,2024-01-22,2024-04-08,C,N,,19,2024-01-22,2024-01-25
1663,1663,C00012,,2023-09-29,2023-12-23,C,N,,6,2023-09-29,2023-10-15
1664,1664,C00215,ARCO-2023-00140 ,2022-09-16,2022-11-07,C,N,Urgente,21,2022-09-16,2022-09-17
1665,1665,C00133,ARCO-2023-00213,2022-08-24,2022-09-10,O,N,Urgente,14,2022-08-24,2022-09-17
1666,1666,C00008,ARCO-2024-00081,2022-04-07,2022-05-28,C,N,,11,2022-04-07,2022-04-21
1667,1667,C00126,ARCO-2022-00193,2024-12-21,2025-03-18,C,N,Pedido complementar,3,2024-12-21,2025-01-18
1668,1668,C00132,arco-2024-00348,2025-08-01,2025-08-23,C,N,,11,2025-08-01,2025-08-17
1669,1669,C00052,,2024-06-24,2024-09-11,C,N,,17,2024-06-24,2024-07-06
1670,1670,C00083,ARCO-2023-00012,2024-12-16,2025-01-15,O,N,Pedido complementar,19,2024-12-16,2024-12-22
1671,1671,C00031,ARCO-2025-00219,2023-08-14,2023-09-29,O,N,,15,2023-08-14,2023-09-12
1672,1672,C00183,ARCo-2025-00191,2022-12-07,2023-02-19,C,N,Urgente,9,2022-12-07,2022-12-08
1673,1673,C00012,ARCO-2024-00124,2024-07-31,2024-09-18,O,N,,6,2024-07-31,2024-08-11
1674,1674,C00196,,2024-08-18,2024-10-09,O,N,Pedido complementar,4,2024-08-18,2024-08-28
1675,1675,C00108,arco-2022-00162,2023-02-25,2023-03-27,O,N,,5,2023-02-25,2023-02-28
1676,1676,C00035,ARCO-2025-00014,2022-02-26,2022-04-30,O,N,,22,2022-02-26,2022-03-21
1677,1677,C00206,ARCo-2022-00105,2024-01-09,2024-02-09,O,N,Pedido complementar,18,2024-01-09,2024-01-18
1678,1678,C00136,ARCO-2024-00218,2024-06-15,2024-07-31,C,N,Reposição,22,2024-06-15,2024-06-23
1679,1679,C00070,ARCO-2024-00218 ,2022-08-11,2022-10-05,C,N,Reposição,10,2022-08-11,2022-08-20
1680,1680,C00139,ARCO-2022-00212,2022-06-24,2022-09-15,C,N,,1,2022-06-24,2022-07-04
1681,1681,C00108,ARCO-2024-00163,2022-11-12,2023-01-17,C,N,Pedido complementar,5,2022-11-12,2022-12-01
1682,1682,C00189,ARCO-2023-00055,2025-06-07,2025-09-04,C,N,,9,2025-06-07,2025-07-02
1683,1683,C00099,ARCO-2024-00178,2025-04-29,2025-06-12,C,N,Pedido complementar,17,2025-04-29,2025-05-05
1684,1684,C00171,,2022-12-18,2023-03-08,C,Y,,6,2022-12-18,2023-01-16
1685,1685,C00257,ARCO-2025-00255,2024-11-07,2024-12-03,C,N,Pedido complementar,11,2024-11-07,2024-12-03
1686,1686,C00231,,2024-01-09,2024-02-26,C,N,,21,2024-01-09,2024-01-14
1687,1687,C00144,ARCO-2022-00243,2024-09-15,2024-11-01,C,N,,8,2024-09-15,2024-10-03
1688,1688,C00200,ARCO-2022-00301,2023-09-19,2023-11-27,C,N,,11,2023-09-19,2023-10-02
1689,1689,C00005,ARCO-2025-00273,2022-10-05,2022-12-08,C,N,,13,2022-10-05,2022-11-04
1690,1690,C00235,ARCO-2025-00187,2024-10-14,2024-12-27,C,N,Reposição,3,2024-10-14,2024-10-25
1691,1691,C00149,ARCo-2025-00195,2022-10-14,2022-11-13,O,N,,2,2022-10-14,2022-10-14
1692,1692,C00240,ARCO-2025-00185,2023-12-27,2024-02-05,C,N,,1,2023-12-27,2024-01-20
1693,1693,C00223,ARCO-2023-00315,2023-04-01,2023-05-04,C,N,Urgente,21,2023-04-01,2023-04-19
1694,1694,C00074,ARCO-2024-00070,2022-08-02,2022-10-17,C,N,Pedido complementar,11,2022-08-02,2022-08-14
1695,1695,C00030,arco-2025-00191,2025-10-25,2026-01-22,C,N,Pedido complementar,25,2025-10-25,2025-11-13
1696,1696,C00264,,2023-06-14,2023-08-02,O,N,Reposição,24,2023-06-14,2023-06-25
1697,1697,C00080,ARCO-2022-00125,2024-10-19,2025-01-17,C,N,Pedido complementar,13,2024-10-19,2024-10-27
1698,1698,C00173,,2023-09-20,2023-11-19,C,N,Urgente,10,2023-09-20,2023-10-13
1699,1699,C00263,,2022-12-21,2023-03-03,O,N,Urgente,17,2022-12-21,2023-01-12
1700,1700,C00148,ARCO-2025-00338,2024-06-18,2024-07-16,C,N,,14,2024-06-18,2024-07-17
1701,1701,C00144,,2022-11-27,2023-01-08,C,N,Urgente,8,2022-11-27,2022-12-24
1702,1702,C00067,ARCO-2022-00053,2023-07-09,2023-07-27,C,N,,18,2023-07-09,2023-08-01
1703,1703,C00200,arco-2025-00188,2025-02-05,2025-04-09,O,N,,11,2025-02-05,2025-03-07
1704,1704,C00009,ARCO-2024-00070,2022-09-26,2022-12-18,C,N,Urgente,20,2022-09-26,2022-10-20
1705,1705,C00150,ARCO-2022-00174,2022-12-14,2023-03-06,O,N,Urgente,18,2022-12-14,2022-12-29
1706,1706,C00247,,2023-01-09,2023-02-19,C,N,Pedido complementar,20,2023-01-09,2023-01-17
1707,1707,C00112,,2023-04-15,2023-06-27,O,N,,18,2023-04-15,2023-05-07
1708,1708,C00226,ARCO-2023-00111,2025-03-30,2025-05-07,O,N,,16,2025-03-30,2025-04-02
1709,1709,C00022,ARCO-2025-00195 ,2022-12-05,2022-12-28,C,N,Pedido complementar,1,2022-12-05,2022-12-25
1710,1710,C00129,,2025-11-28,2026-02-17,C,N,Reposição,1,2025-11-28,2025-12-19
1711,1711,C00196,,2023-12-05,2024-01-16,C,N,,4,2023-12-05,2023-12-20
1712,1712,C00128,ARCO-2025-00014,2022-01-09,2022-04-05,C,N,,11,2022-01-09,2022-01-26
1713,1713,C00233,ARCO-2024-00341,2024-01-11,2024-02-01,C,N,,5,2024-01-11,2024-01-25
1714,1714,C00231,,2023-04-12,2023-05-10,O,N,,21,2023-04-12,2023-05-10
1715,1715,C00141,,2023-09-30,2023-12-20,C,N,,24,2023-09-30,2023-10-21
1716,1716,C00233,ARCO-2022-00192,2025-11-27,2025-12-15,C,N,Reposição,5,2025-11-27,2025-12-19
1717,1717,C00010,ARCO-2025-00031,2022-12-20,2023-01-07,C,N,Urgente,16,2022-12-20,2022-12-22
1718,1718,C00081,,2022-09-06,2022-11-26,C,N,,24,2022-09-06,2022-09-17
1719,1719,C00093,ARCO-2022-00330,2025-03-13,2025-05-19,O,N,,8,2025-03-13,2025-03-15
1720,1720,C00168,,2025-07-01,2025-09-20,C,N,,21,2025-07-01,2025-07-15
1721,1721,C00185,arco-2025-00318,2023-02-07,2023-02-23,C,N,,2,2023-02-07,2023-03-04
1722,1722,C00223,,2025-05-24,2025-07-14,O,N,,21,2025-05-24,2025-05-29
1723,1723,C00144,ARCO-2025-00114,2022-04-07,2022-06-17,C,N,Urgente,8,2022-04-07,2022-04-22
1724,1724,C00179,ARCO-2022-00249,2025-10-30,2026-01-22,C,N,,21,2025-10-30,2025-11-17
1725,1725,C00174,ARCO-2023-00050,2022-03-30,2022-05-21,C,N,Urgente,22,2022-03-30,2022-04-04
1726,1726,C00128,ARCO-2022-00319,2024-03-16,2024-04-16,C,N,Urgente,11,2024-03-16,2024-04-15
1727,1727,C00174,ARCO-2022-00064,2025-11-13,2025-12-15,O,N,,22,2025-11-13,2025-12-03
1728,1728,C00139,,2023-10-26,2023-11-15,C,N,,1,2023-10-26,2023-10-29
1729,1729,C00250,,2023-06-19,2023-07-28,C,N,,15,2023-06-19,2023-07-16
1730,1730,C00147,ARCO-2023-00367,2024-02-13,2024-04-25,C,N,Urgente,4,2024-02-13,2024-03-01
1731,1731,C00215,ARCO-2024-00377,2025-11-27,2026-01-27,C,N,,21,2025-11-27,2025-12-16
1732,1732,C00039,,2022-06-26,2022-07-17,C,N,Urgente,23,2022-06-26,2022-07-10
1733,1733,C00078,,2023-08-17,2023-09-12,C,N,,14,2023-08-17,2023-09-06
1734,1734,C00231,ARCO-2024-00163,2024-08-26,2024-09-16,O,N,,21,2024-08-26,2024-09-13
1735,1735,C00109,,2022-08-13,2022-10-22,C,N,Pedido complementar,24,2022-08-13,2022-09-01
1736,1736,C00076,,2023-06-14,2023-07-30,C,N,,17,2023-06-14,2023-06-28
1737,1737,C00002,ARCO-2023-00248,2023-02-16,2023-04-21,C,N,Reposição,20,2023-02-16,2023-03-14
1738,1738,C00229,ARCO-2025-00297,2024-06-03,2024-09-01,O,N,,1,2024-06-03,2024-06-24
1739,1739,C00082,ARCO-2024-00107,2024-10-13,2024-11-12,O,N,Urgente,24,2024-10-13,2024-10-18
1740,1740,C00038, ARCO-2025-00128,2023-12-01,2024-02-12,C,N,,22,2023-12-01,2023-12-26
1741,1741,C00059,ARCO-2025-00073,2023-01-07,2023-03-06,C,N,,17,2023-01-07,2023-01-25
1742,1742,C00001,,2023-11-15,2024-01-31,C,N,Pedido complementar,9,2023-11-15,2023-12-04
1743,1743,C00024,ARCO - 2023 - 00106,2022-05-30,2022-07-15,C,N,,11,2022-05-30,2022-06-03
1744,1744,C00267,ARCO-2025-00375,2023-07-01,2023-09-10,C,N,,5,2023-07-01,2023-07-24
1745,1745,C00259,,2024-05-22,2024-06-11,O,N,Urgente,7,2024-05-22,2024-05-25
1746,1746,C00143,,2023-05-22,2023-08-01,O,N,,19,2023-05-22,2023-06-14
1747,1747,C00041,ARCO-2023-00339,2023-09-25,2023-11-15,O,N,Urgente,11,2023-09-25,2023-09-27
1748,1748,C00196,ARCO-2025-00360,2023-01-17,2023-02-11,C,N,Pedido complementar,4,2023-01-17,2023-02-01
1749,1749,C00155,,2023-10-28,2023-12-14,C,N,Urgente,13,2023-10-28,2023-11-10
1750,1750,C00063,ARCO-2024-00149,2024-10-19,2024-12-12,O,N,Urgente,21,2024-10-19,2024-11-04
1751,1751,C00186,,2025-07-09,2025-08-01,C,N,Pedido complementar,23,2025-07-09,2025-07-28
1752,1752,C00261,ARCO-2025-00089,2025-12-22,2026-02-08,C,N,Pedido complementar,22,2025-12-22,2025-12-27
1753,1753,C00070,ARCO-2024-00113,2025-04-13,2025-07-04,O,N,Reposição,10,2025-04-13,2025-05-08
1754,1754,C00013,ARCO-2025-00358,2023-03-10,2023-04-11,O,N,,1,2023-03-10,2023-04-09
1755,1755,C00265,ARCO-2023-00180,2024-09-16,2024-10-10,C,N,Pedido complementar,10,2024-09-16,2024-09-24
1756,1756,C00057,ARCO-2024-00238,2024-02-17,2024-04-21,O,N,Urgente,20,2024-02-17,2024-03-05
1757,1757,C00119,ARCO-2025-00051,2023-09-28,2023-11-29,C,N,Urgente,25,2023-09-28,2023-10-27
1758,1758,C00231,,2024-03-29,2024-05-30,C,N,Urgente,21,2024-03-29,2024-04-10
1759,1759,C00129,ARCO - 2024 - 00202,2022-09-15,2022-10-01,C,N,,1,2022-09-15,2022-10-12
1760,1760,C00072,ARCO-2023-00160,2023-10-19,2023-11-26,O,N,,6,2023-10-19,2023-10-28
1761,1761,C00257,ARCO-2025-00304,2024-09-25,2024-10-28,C,N,Pedido complementar,11,2024-09-25,2024-10-03
1762,1762,C00073, ARCO-2023-00221,2024-01-11,2024-01-31,C,N,,23,2024-01-11,2024-01-30
1763,1763,C00240,,2023-04-21,2023-07-12,C,N,,1,2023-04-21,2023-04-22
1764,1764,C00032,ARCO-2024-00246 ,2024-06-03,2024-07-13,C,Y,,14,2024-06-03,2024-06-28
1765,1765,C00045,ARCO-2022-00029,2025-01-19,2025-02-27,C,N,,21,2025-01-19,2025-01-26
1766,1766,C00011,,2022-08-11,2022-09-09,C,N,,14,2022-08-11,2022-08-23
1767,1767,C00182,ARCO-2025-00273,2024-12-07,2025-02-23,C,N,Pedido complementar,3,2024-12-07,2024-12-16
1768,1768,C00183,ARCo-2024-00202,2023-07-21,2023-08-29,C,N,,9,2023-07-21,2023-08-01
