id_nf,numero_nf,serie_nf,id_pedido_erp_b,cnpj_cliente,nome_cliente,dt_emissao,valor_total,valor_impostos,cnpj_transportadora,nome_transportadora,codigo_rastreio,dt_prevista_entrega,dt_entrega_real,status_entrega,qtd_entregue,dt_criacao
811,NF-000811,2,1091,40.369.003/4324-45,Aragão - EI,2024-05-05,41568.44,3111.43,50842145100973,Total Express,5YJKWOBW6KC24,2024-05-15,,extraviado,389,2024-05-05 00:00:00
812,NF-000812,2,719,43.842.797/8819-14,Leão,2025-03-31,9971.18,3368.37,52000633388700,Sequoia Log,Y8MIJYBVQGB5P,2025-04-05,,devolvido,149,2025-03-31 00:00:00
813,NF-000813,2,1168,18.328.569/1463-03,Vasconcelos Colégio,2023-07-12,43538.82,941.24,50842145100973,Total Express,MTZXN8VGX1XYH,2023-07-20,,aguardando_coleta,3,2023-07-12 00:00:00
814,NF-000814,3,689,61201836675254,Cassiano Escola,2024-05-08,13776.76,4084.64,55481244322208,Correios,9V5NRDTWARP2T,2024-05-21,,devolvido,338,2024-05-08 00:00:00
815,NF-000815,2,406,12.805.982/6204-50,Pereira Colégio,2024-09-20,38409.05,4749.81,52000633388700,Sequoia Log,YVN01YLOQBPOZ,2024-09-29,,devolvido,186,2024-09-20 00:00:00
816,NF-000816,1,1,53074505444713,Melo Centro Educacional,2022-06-02,15753.92,3826.39,77546296934721,Jadlog,4GI6T0T9EYO5T,2022-06-18,,extraviado,102,2022-06-02 00:00:00
817,NF-000817,1,537,89113529096561,Farias,2023-08-13,26583.58,3909.87,77546296934721,Jadlog,UKG6M2VLQY259,2023-08-18,2023-09-03,entregue,447,2023-08-14 00:00:00
818,NF-000818,2,835,81.491.778/5079-25,da Costa Cardoso - ME,2022-11-15,18611.1,231.83,77546296934721,Jadlog,026TDOWW505BZ,2022-11-21,,aguardando_coleta,226,2022-11-16 00:00:00
819,NF-000819,3,160,94.043.898/3640-37,da Instituto,2022-01-31,40890.16,2577.65,77546296934721,Jadlog,8J3803PSIXPPH,2022-02-17,,devolvido,107,2022-01-31 00:00:00
820,NF-000820,1,1111,86.874.034/5054-15,da Cunha,2022-12-06,31069.61,640.37,50842145100973,Total Express,E7ASOK4YFYL5V,2022-12-13,,em_transito,27,2022-12-06 00:00:00
821,NF-000821,1,205,14.562.328/5884-24,Jesus,2025-01-28,24145.88,4759.6,50842145100973,Total Express,4OJ0LISG71WKZ,2025-02-08,2025-02-09,entregue,248,2025-01-28 00:00:00
822,NF-000822,2,17,74.315.274/2054-93,Fonseca Lopes S/A,2025-12-24,39600.91,2116.59,50842145100973,Total Express,8MFJ98INGHPP5,2026-01-02,2026-01-15,entregue,317,2025-12-24 00:00:00
823,NF-000823,3,1037,20.297.021/3556-90,Porto da Luz S.A.,2022-03-11,8834.83,523.52,52000633388700,Sequoia Log,4D5IJIR09SO46,2022-03-21,,extraviado,87,2022-03-12 00:00:00
824,NF-000824,1,163,59.910.229/0147-67,da Colégio,2023-06-17,15684.14,2347.84,07901319850452,Braspress,YD0J5MNRRLY12,2023-06-30,,devolvido,121,2023-06-17 00:00:00
825,NF-000825,1,849,17.381.684/6022-35,Sampaio Colégio,2023-05-22,32425.3,3208.4,55481244322208,Correios,7W80B3YQY2945,2023-05-28,2023-06-16,entregue,493,2023-05-23 00:00:00
826,NF-000826,1,825,10.762.268/3885-16,Montenegro,2023-09-27,32266.08,4461.27,77546296934721,Jadlog,911H3MAAX4JZM,2023-10-13,,extraviado,100,2023-09-27 00:00:00
827,NF-000827,3,261,93.246.095/3962-18,Caldeira e Filhos,2022-11-17,20565.01,1533.97,50842145100973,Total Express,QKAOBTZFSV61A,2022-12-01,,extraviado,110,2022-11-18 00:00:00
828,NF-000828,1,851,84422583132370,Nogueira Andrade Ltda.,2022-09-09,3556.5,2629.46,50842145100973,Total Express,VDNQGS0MC3I0X,2022-09-20,,devolvido,78,2022-09-09 00:00:00
829,NF-000829,3,338,01438889937567,Nogueira Colégio,2022-10-19,49161.76,3536.55,50842145100973,Total Express,UBCG04PG6KE7G,2022-11-08,,extraviado,7,2022-10-20 00:00:00
830,NF-000830,2,711,86.790.874/0640-39,Novaes Escola,2023-06-10,23749.71,3606.56,50842145100973,Total Express,U634Q19K906WV,2023-06-28,,em_transito,38,2023-06-11 00:00:00
831,NF-000831,1,254,94043898364037,da Instituto,2022-06-13,7066.21,1203.43,77546296934721,Jadlog,J1ZW98US0QDFK,2022-06-29,2022-07-05,entregue,277,2022-06-13 00:00:00
832,NF-000832,3,747,42.199.330/8330-16,Lopes,2024-06-23,28280.14,4802.57,07901319850452,Braspress,4QZUDXWTFZ4MU,2024-07-03,,devolvido,52,2024-06-24 00:00:00
833,NF-000833,2,516,69284511544796,da Mota,2023-05-20,37174.74,839.31,07901319850452,Braspress,0LJB9UF2YHIDW,2023-05-28,2023-06-14,entregue,333,2023-05-20 00:00:00
834,NF-000834,2,533,18.702.621/7459-61,da Conceição S/A,2022-04-10,13129.73,3233.18,50842145100973,Total Express,XD7J4FZXWTBDW,2022-04-30,2022-05-06,entregue,183,2022-04-10 00:00:00
835,NF-000835,1,1003,73.832.060/3850-50,Vasconcelos Colégio,2022-08-23,41872.81,3815.33,55481244322208,Correios,RXWG4OI1NEXNP,2022-09-06,,extraviado,55,2022-08-24 00:00:00
836,NF-000836,3,250,39.868.000/2578-72,Guerra Farias Ltda.,2025-11-19,14315.38,84.99,50842145100973,Total Express,1FSZXSP2ODHJA,2025-12-09,2025-12-09,entregue,352,2025-11-19 00:00:00
837,NF-000837,3,712,72.099.934/7687-01,Albuquerque,2024-07-15,46388.94,4171.91,50842145100973,Total Express,S6UWXE4BPIBN9,2024-07-29,2024-07-31,entregue,351,2024-07-16 00:00:00
838,NF-000838,3,480,93.806.868/7937-41,Mendonça,2025-07-09,21842.74,1511.3,07901319850452,Braspress,QH6UXAC8GSDFX,2025-07-14,,aguardando_coleta,15,2025-07-09 00:00:00
839,NF-000839,1,588,20455611002255,Vasconcelos Colégio,2024-01-04,25945.82,1391.88,55481244322208,Correios,T8FC33MOEKBWN,2024-01-22,2024-01-07,entregue,478,2024-01-04 00:00:00
840,NF-000840,1,100,18328569146303,Vasconcelos Colégio,2022-05-04,34908.0,3049.82,52000633388700,Sequoia Log,LI65VOKQVUGEJ,2022-05-10,,devolvido,63,2022-05-04 00:00:00
841,NF-000841,1,455,57.437.489/6910-85,Correia Centro Educacional,2024-10-22,11061.99,4348.41,52000633388700,Sequoia Log,F1G6LB6S1MWQO,2024-11-03,,extraviado,213,2024-10-23 00:00:00
842,NF-000842,2,1019,99.799.552/7177-44,Leão Escola,2022-11-18,9984.78,2173.56,07901319850452,Braspress,BNIEZVEVEY27T,2022-11-29,,extraviado,365,2022-11-18 00:00:00
843,NF-000843,3,946,69284511544796,da Mota,2022-12-07,22339.04,3710.69,55481244322208,Correios,6YY3QT74WHHG9,2022-12-16,,devolvido,119,2022-12-08 00:00:00
844,NF-000844,1,377,06.537.947/3834-73,Azevedo Escola,2024-03-11,13291.77,2817.26,55481244322208,Correios,7VFS3OBZXN5HP,2024-03-26,,em_transito,346,2024-03-12 00:00:00
845,NF-000845,3,1114,53074505444713,Melo Centro Educacional,2022-06-25,16852.79,3670.42,77546296934721,Jadlog,MNRT2T8HZCJLZ,2022-07-06,2022-07-01,entregue,399,2022-06-25 00:00:00
846,NF-000846,1,188,77.221.704/3030-54,Montenegro,2023-05-23,17422.05,792.96,52000633388700,Sequoia Log,ISE1JCNFYOOHK,2023-06-11,,extraviado,13,2023-05-24 00:00:00
847,NF-000847,1,295,54.216.894/2104-47,Macedo Escola,2025-10-11,43010.66,4857.52,50842145100973,Total Express,6DX2FLKDOCYXN,2025-10-21,,aguardando_coleta,38,2025-10-12 00:00:00
848,NF-000848,1,149,53.394.210/4709-52,Fogaça Escola,2023-08-04,22182.7,2165.28,50842145100973,Total Express,WNQB9WHPKG2N9,2023-08-14,2023-09-01,entregue,436,2023-08-04 00:00:00
849,NF-000849,1,331,31.027.868/1447-39,Novais Escola,2023-04-11,6465.4,4707.4,50842145100973,Total Express,438196OEU9TAM,2023-04-16,,em_transito,14,2023-04-12 00:00:00
850,NF-000850,2,811,88568557444313,Montenegro Instituto,2023-04-07,28462.27,4963.19,07901319850452,Braspress,18VCWOR3VLLMZ,2023-04-18,2023-04-21,entregue,290,2023-04-08 00:00:00
851,NF-000851,3,276,62.120.216/9797-29,Pastor Centro Educacional,2024-09-26,33969.96,3670.8,50842145100973,Total Express,AGOUDDIXRQRKG,2024-10-09,,devolvido,71,2024-09-26 00:00:00
852,NF-000852,1,891,99371240659657,Sá,2022-02-26,13343.03,1269.97,07901319850452,Braspress,6TG67VWB0ZOL6,2022-03-12,,em_transito,31,2022-02-27 00:00:00
853,NF-000853,1,1189,85.807.836/1340-74,Mendonça Colégio,2024-07-12,41090.33,3664.89,55481244322208,Correios,QQ4F4QMU1UE4U,2024-07-31,,devolvido,97,2024-07-13 00:00:00
854,NF-000854,2,1130,85.807.836/1340-74,Mendonça Colégio,2025-07-09,46709.75,1368.42,50842145100973,Total Express,OATR9ZSH4QNB9,2025-07-22,,devolvido,147,2025-07-09 00:00:00
855,NF-000855,3,170,20.969.029/5939-17,Borges da Mota - ME,2023-01-20,6007.12,405.08,07901319850452,Braspress,73N6885BBA180,2023-02-02,2023-02-18,entregue,188,2023-01-20 00:00:00
856,NF-000856,1,189,71.094.777/5204-71,Cassiano Escola,2024-07-20,6778.9,705.32,52000633388700,Sequoia Log,A5USSC0KXINHK,2024-08-02,,devolvido,283,2024-07-20 00:00:00
857,NF-000857,2,717,31.027.868/1447-39,Novais Escola,2025-07-01,37616.66,1416.78,50842145100973,Total Express,4DFJV70N9OMUO,2025-07-20,2025-07-18,entregue,130,2025-07-02 00:00:00
858,NF-000858,1,50,82.417.248/2513-53,da Rosa Albuquerque e Filhos,2023-10-29,8072.12,3318.49,52000633388700,Sequoia Log,G3UQU6F32QLAC,2023-11-15,,extraviado,230,2023-10-29 00:00:00
859,NF-000859,1,926,68.548.709/9861-62,Borges Instituto,2022-09-11,26940.7,690.26,50842145100973,Total Express,4U8CDC5E8AKMG,2022-09-27,,em_transito,19,2022-09-11 00:00:00
860,NF-000860,2,867,72181143744701,Campos Centro Educacional,2022-03-29,18727.04,60.69,07901319850452,Braspress,7SU6I2DBT1M4X,2022-04-12,,extraviado,5,2022-03-29 00:00:00
861,NF-000861,2,739,74.517.123/6851-60,Siqueira,2024-12-18,44074.55,1294.48,55481244322208,Correios,XB43SM0T47IBG,2025-01-01,,em_transito,1,2024-12-19 00:00:00
862,NF-000862,2,779,61.379.180/5526-96,da Cunha,2024-03-21,45289.51,560.76,52000633388700,Sequoia Log,Q9OLP8MJXJBSH,2024-04-08,,extraviado,37,2024-03-21 00:00:00
863,NF-000863,3,152,19.656.523/4138-99,Teixeira Colégio,2023-11-22,32878.94,552.3,55481244322208,Correios,MB1NEMLL1NGCO,2023-12-12,,extraviado,121,2023-11-22 00:00:00
864,NF-000864,1,307,24.754.691/3736-78,Lima,2023-03-17,39025.83,425.55,77546296934721,Jadlog,NQH11BG1G7IU7,2023-03-28,,em_transito,303,2023-03-18 00:00:00
865,NF-000865,2,547,62.208.635/3654-19,Sampaio,2023-10-26,3257.87,1450.4,07901319850452,Braspress,OO8035H9ZAV0N,2023-11-09,,extraviado,126,2023-10-26 00:00:00
866,NF-000866,2,1028,20455611002255,Vasconcelos Colégio,2026-01-16,36286.12,4889.12,77546296934721,Jadlog,NM0LQSREPY7QT,2026-02-02,,em_transito,91,2026-01-16 00:00:00
867,NF-000867,2,787,61.375.060/6853-61,Pimenta Centro Educacional,2022-04-27,11184.69,1716.34,50842145100973,Total Express,TXP41CVMV4FRZ,2022-05-05,2022-05-01,entregue,553,2022-04-27 00:00:00
868,NF-000868,3,79,18.227.824/8963-83,Teixeira Fernandes S/A,2025-08-09,11868.16,3064.75,50842145100973,Total Express,I6MDQ6IT37OFP,2025-08-15,2025-08-14,entregue,247,2025-08-10 00:00:00
869,NF-000869,3,386,86.790.874/0640-39,Novaes Escola,2023-10-27,7302.09,3610.87,07901319850452,Braspress,FVVHJV7J3OBBW,2023-11-07,,devolvido,104,2023-10-27 00:00:00
870,NF-000870,1,76,53074505444713,Melo Centro Educacional,2025-04-12,25621.41,3055.56,77546296934721,Jadlog,S1SPKJAMD7PGS,2025-05-02,,em_transito,37,2025-04-13 00:00:00
871,NF-000871,2,437,01938026206724,da Cunha Aparecida e Filhos,2023-03-29,2687.23,2512.39,52000633388700,Sequoia Log,IRKVOL8FGZ9C7,2023-04-10,,devolvido,1,2023-03-30 00:00:00
872,NF-000872,1,647,75.564.641/7080-53,Gomes - ME,2024-03-11,13700.12,3616.9,07901319850452,Braspress,KDKNK26X3CFHF,2024-03-29,2024-04-08,entregue,163,2024-03-11 00:00:00
873,NF-000873,1,1074,64235369378547,Melo Pimenta S/A,2025-03-02,17744.09,3095.75,07901319850452,Braspress,9JAF92DQU0LBK,2025-03-21,2025-02-25,entregue,270,2025-03-03 00:00:00
874,NF-000874,3,208,66.870.021/7659-18,Câmara,2024-08-25,18662.55,3531.21,55481244322208,Correios,QNOEPRWG5L232,2024-09-10,,aguardando_coleta,87,2024-08-25 00:00:00
875,NF-000875,1,977,53.394.210/4709-52,Fogaça Escola,2025-08-29,17937.76,458.74,07901319850452,Braspress,D8SY1XT34LDVX,2025-09-03,,devolvido,57,2025-08-29 00:00:00
876,NF-000876,1,988,93.246.095/3962-18,Caldeira e Filhos,2022-01-20,4533.3,332.71,77546296934721,Jadlog,B2WRSTEI2VX4X,2022-01-27,2022-02-14,entregue,312,2022-01-21 00:00:00
877,NF-000877,2,939,22.680.182/4225-35,Fogaça Centro Educacional,2025-05-07,21064.86,996.09,50842145100973,Total Express,BI7I5IN2SQGMU,2025-05-13,,devolvido,26,2025-05-07 00:00:00
878,NF-000878,3,829,10512382825867,Azevedo Leão - ME,2022-12-24,29281.22,275.93,50842145100973,Total Express,1ZTPSFDCK715I,2023-01-06,,aguardando_coleta,48,2022-12-24 00:00:00
879,NF-000879,3,432,97.700.886/0084-84,Guerra,2024-08-11,39137.76,3943.53,07901319850452,Braspress,SSXO8E7UOH7MG,2024-08-26,,devolvido,200,2024-08-11 00:00:00
880,NF-000880,1,365,76.936.763/2016-32,Souza Novais - EI,2025-02-05,18349.39,1095.97,52000633388700,Sequoia Log,4Y2H1LHAZAPIM,2025-02-11,2025-02-14,entregue,570,2025-02-05 00:00:00
881,NF-000881,3,820,41.928.327/6483-50,da Conceição Montenegro - EI,2025-09-09,10153.77,4554.92,07901319850452,Braspress,1R1RRMDEWKMWR,2025-09-14,2025-10-02,entregue,313,2025-09-10 00:00:00
882,NF-000882,3,837,39690784473647,da Costa Castro S.A.,2024-03-17,24777.48,4107.3,77546296934721,Jadlog,UCVD6GXN9S3YY,2024-04-05,,aguardando_coleta,126,2024-03-17 00:00:00
883,NF-000883,2,1118,86.874.034/5054-15,da Cunha,2024-01-09,49708.81,4107.1,55481244322208,Correios,XUSYAVO1FBZDJ,2024-01-14,2024-02-05,entregue,265,2024-01-09 00:00:00
884,NF-000884,1,108,39301031051834,Ferreira,2022-10-24,11772.06,2360.95,52000633388700,Sequoia Log,VRX3S3O6J5XTL,2022-11-04,,devolvido,307,2022-10-24 00:00:00
885,NF-000885,1,1053,39.301.031/0518-34,Ferreira,2024-11-09,33880.25,4049.51,52000633388700,Sequoia Log,Z0DAGEJILA54H,2024-11-28,,aguardando_coleta,19,2024-11-10 00:00:00
886,NF-000886,2,899,24.041.574/7338-48,Siqueira,2023-03-04,11187.67,2303.56,52000633388700,Sequoia Log,MIPJVUL6XSD92,2023-03-23,,em_transito,73,2023-03-05 00:00:00
887,NF-000887,2,418,10.651.801/7046-22,Correia Colégio,2023-09-16,4732.9,3942.3,77546296934721,Jadlog,9KVS6WKKQEY5W,2023-09-29,,extraviado,81,2023-09-16 00:00:00
888,NF-000888,2,75,87.083.172/7889-57,Souza Centro Educacional,2022-03-24,2212.01,3492.67,77546296934721,Jadlog,YXTJMKX3DAY0T,2022-04-12,,aguardando_coleta,33,2022-03-24 00:00:00
889,NF-000889,3,380,64.005.242/7868-01,Rios Centro Educacional,2022-11-22,9782.25,781.6,52000633388700,Sequoia Log,JRSJ892I96WTG,2022-12-03,,extraviado,262,2022-11-22 00:00:00
890,NF-000890,2,1094,61201836675254,Cassiano Escola,2025-09-08,16308.63,4686.9,55481244322208,Correios,PLIGN8RYCMOH5,2025-09-13,,aguardando_coleta,16,2025-09-08 00:00:00
891,NF-000891,1,1034,86874034505415,da Cunha,2023-07-18,14095.3,1612.07,07901319850452,Braspress,D7L52EQUSTA8M,2023-07-24,,extraviado,8,2023-07-18 00:00:00
892,NF-000892,1,545,84.866.618/8924-14,Ferreira S.A.,2024-08-17,9929.11,1297.93,52000633388700,Sequoia Log,CEPIFGUOQG0SR,2024-08-26,,em_transito,197,2024-08-17 00:00:00
893,NF-000893,2,212,03579727985524,da Centro Educacional,2023-09-04,47444.97,1895.92,07901319850452,Braspress,V06DIVG0TVOS0,2023-09-16,,extraviado,353,2023-09-05 00:00:00
894,NF-000894,2,182,99.867.980/7935-97,Rios Instituto,2025-05-17,5840.32,1892.7,07901319850452,Braspress,7MC3ODAVDRMQU,2025-05-23,,devolvido,20,2025-05-18 00:00:00
895,NF-000895,1,177,29.667.066/2532-44,Azevedo,2025-08-24,24703.12,890.54,55481244322208,Correios,VF1TAXJSAIML8,2025-08-30,,aguardando_coleta,166,2025-08-24 00:00:00
896,NF-000896,1,1119,53.556.093/2048-99,Casa Colégio,2025-03-13,20202.24,1447.84,55481244322208,Correios,YKF4Y3BMY9DVE,2025-04-01,,extraviado,36,2025-03-14 00:00:00
897,NF-000897,3,508,66882634351751,Moraes Colégio,2025-01-31,8115.07,617.24,50842145100973,Total Express,P7G3CJVETO4RV,2025-02-09,,em_transito,20,2025-01-31 00:00:00
898,NF-000898,2,1080,09.670.546/6889-37,Sá Instituto,2023-07-10,23242.44,1419.21,52000633388700,Sequoia Log,UYHTZORIZSTT4,2023-07-19,2023-08-09,entregue,405,2023-07-11 00:00:00
899,NF-000899,1,271,73.832.060/3850-50,Vasconcelos Colégio,2023-06-22,24332.28,3168.46,77546296934721,Jadlog,MOS3BORAUAUAG,2023-06-28,,extraviado,15,2023-06-23 00:00:00
900,NF-000900,1,824,52.431.069/0331-19,Novaes Escola,2023-10-17,36603.91,2870.65,52000633388700,Sequoia Log,EKYIMI824629D,2023-10-28,2023-11-14,entregue,273,2023-10-17 00:00:00
901,NF-000901,1,260,69.993.867/7496-49,Almeida Colégio,2025-12-17,41204.63,938.09,07901319850452,Braspress,QCAIB27E9FUEI,2026-01-05,,aguardando_coleta,253,2025-12-18 00:00:00
902,NF-000902,2,886,93246095396218,Caldeira e Filhos,2024-09-26,22485.46,1594.66,07901319850452,Braspress,R5VBGSGLLEGX4,2024-10-06,,devolvido,2,2024-09-27 00:00:00
903,NF-000903,2,940,35.403.317/3936-38,Borges,2025-08-31,15899.64,1854.34,77546296934721,Jadlog,DVGNIC62P06GP,2025-09-08,,em_transito,2,2025-09-01 00:00:00
904,NF-000904,3,629,43.959.953/4283-64,Lopes Viana - EI,2023-05-26,20755.82,847.0,07901319850452,Braspress,57Q2N6H4YFV0G,2023-06-12,,aguardando_coleta,11,2023-05-26 00:00:00
905,NF-000905,2,31,42087375300119,Barros Centro Educacional,2025-02-20,28178.0,3057.04,55481244322208,Correios,9YX7ZXO2M319U,2025-03-03,,devolvido,180,2025-02-20 00:00:00
906,NF-000906,1,927,21851569154522,Siqueira Instituto,2024-06-30,48739.87,2867.12,52000633388700,Sequoia Log,7PHFOCSJL12AZ,2024-07-15,2024-07-30,entregue,178,2024-06-30 00:00:00
907,NF-000907,1,4,24.041.574/7338-48,Siqueira,2023-12-31,38203.89,495.39,50842145100973,Total Express,V63WCESJYNZ3H,2024-01-11,,aguardando_coleta,20,2023-12-31 00:00:00
908,NF-000908,1,905,10.433.218/1960-01,Alves Colégio,2025-07-20,1924.8,1983.91,52000633388700,Sequoia Log,GH1FJFYI2PTEW,2025-07-31,,devolvido,29,2025-07-20 00:00:00
909,NF-000909,1,630,51.802.380/6174-45,Vargas Colégio,2024-05-12,7338.6,2006.42,77546296934721,Jadlog,JSII63AX2XU6A,2024-05-31,,em_transito,295,2024-05-12 00:00:00
910,NF-000910,1,147,62.890.028/7721-75,Teixeira Escola,2023-08-27,4983.55,1967.65,55481244322208,Correios,OA9AGRTM6CNNF,2023-09-06,,aguardando_coleta,106,2023-08-28 00:00:00
911,NF-000911,1,504,66.912.517/7852-89,Fonseca Instituto,2022-04-16,32858.62,1961.8,77546296934721,Jadlog,TKULYV7FJIQ0B,2022-05-06,,aguardando_coleta,377,2022-04-17 00:00:00
912,NF-000912,1,814,34.670.656/2729-80,Cassiano e Filhos,2025-01-22,31937.46,2556.9,50842145100973,Total Express,WX6A3C1SPE7EI,2025-02-08,,devolvido,117,2025-01-23 00:00:00
913,NF-000913,1,486,60.898.992/1722-33,Sales Instituto,2023-01-16,40682.21,3883.15,07901319850452,Braspress,YM7HF15WXFMUT,2023-01-23,2023-02-01,entregue,302,2023-01-16 00:00:00
914,NF-000914,2,352,66.179.796/8868-05,da Costa,2023-03-30,49304.0,1384.86,55481244322208,Correios,MJWG6QZ46RAN5,2023-04-17,2023-03-19,entregue,255,2023-03-30 00:00:00
915,NF-000915,1,660,25.871.397/1870-72,Sampaio Colégio,2025-11-17,29159.49,4498.79,52000633388700,Sequoia Log,8N52SZKVL8GRE,2025-12-07,,em_transito,407,2025-11-18 00:00:00
916,NF-000916,3,748,68.548.709/9861-62,Borges Instituto,2023-06-24,34580.55,1605.94,77546296934721,Jadlog,258XXGM798V7T,2023-07-11,2023-06-29,entregue,175,2023-06-24 00:00:00
917,NF-000917,1,110,06.797.403/4471-34,Araújo Escola,2023-11-04,36069.38,3780.65,50842145100973,Total Express,AXO56HA1XTI3N,2023-11-16,,em_transito,84,2023-11-04 00:00:00
918,NF-000918,3,907,29.668.516/1227-53,Pinto Colégio,2024-12-23,46637.11,164.2,52000633388700,Sequoia Log,2IID9FVDEM0L9,2025-01-04,,devolvido,187,2024-12-23 00:00:00
919,NF-000919,3,323,00623120387509,Silva Instituto,2024-12-21,49557.78,3645.59,50842145100973,Total Express,RPTEEXRPOZBLZ,2024-12-29,,em_transito,77,2024-12-22 00:00:00
920,NF-000920,3,539,10762268388516,Montenegro,2025-11-24,626.45,4607.96,77546296934721,Jadlog,HLLU1FJJHYJYP,2025-12-11,2204-11-24,entregue,179,2025-11-24 00:00:00
921,NF-000921,2,765,19.656.523/4138-99,Teixeira Colégio,2024-01-20,22921.17,2320.91,52000633388700,Sequoia Log,U5AW2YHR48TVY,2024-02-04,,extraviado,491,2024-01-20 00:00:00
922,NF-000922,1,337,07903067383028,da Instituto,2025-06-17,45768.99,1472.29,52000633388700,Sequoia Log,NDQJSGY208VCF,2025-07-05,2025-06-20,entregue,376,2025-06-18 00:00:00
923,NF-000923,2,966,66912517785289,Fonseca Instituto,2023-10-10,45967.13,541.77,50842145100973,Total Express,IF5OQ24VHVSEA,2023-10-18,,aguardando_coleta,24,2023-10-11 00:00:00
924,NF-000924,3,359,66.929.662/7828-27,Teixeira - EI,2023-09-20,11410.39,2588.45,77546296934721,Jadlog,8QV0NUR0Q83DC,2023-10-04,2023-10-19,entregue,80,2023-09-21 00:00:00
925,NF-000925,2,72,35408386631779,da Luz Ribeiro S/A,2026-01-20,48042.39,762.64,77546296934721,Jadlog,4FVCI6JCZ48ZI,2026-02-04,,extraviado,295,2026-01-21 00:00:00
926,NF-000926,3,611,73.799.650/7527-35,Camargo,2024-07-02,23812.87,1490.37,52000633388700,Sequoia Log,4GT6PB9OYSQ3C,2024-07-07,2024-07-09,entregue,155,2024-07-03 00:00:00
927,NF-000927,2,449,60.898.992/1722-33,Sales Instituto,2023-12-04,10392.71,477.21,55481244322208,Correios,WFJ3F7FJ7VQ7L,2023-12-13,,devolvido,23,2023-12-05 00:00:00
928,NF-000928,3,124,40.369.003/4324-45,Aragão - EI,2022-01-29,35397.05,973.94,77546296934721,Jadlog,0XK3F45CQ1D6F,2022-02-10,2022-02-28,entregue,238,2022-01-29 00:00:00
929,NF-000929,1,937,66183982622444,Castro,2025-04-18,24880.93,1364.31,07901319850452,Braspress,MEHIYLWNMQNL0,2025-05-01,,aguardando_coleta,189,2025-04-18 00:00:00
930,NF-000930,3,274,35.408.386/6317-79,da Luz Ribeiro S/A,2024-07-28,34992.23,2799.11,55481244322208,Correios,XX16G7U6PRHOV,2024-08-15,,extraviado,35,2024-07-28 00:00:00
931,NF-000931,2,895,17.381.684/6022-35,Sampaio Colégio,2023-04-21,21559.76,1743.91,07901319850452,Braspress,ICQC05FWIZHC1,2023-05-04,,em_transito,194,2023-04-22 00:00:00
932,NF-000932,3,7,06.537.947/3834-73,Azevedo Escola,2024-12-12,15824.15,4533.74,52000633388700,Sequoia Log,WSW3PJS03UYA2,2024-12-24,,extraviado,130,2024-12-12 00:00:00
933,NF-000933,1,374,40.369.003/4324-45,Aragão - EI,2022-04-30,33705.53,4576.19,50842145100973,Total Express,B9B935KZ1MKR3,2022-05-20,2022-04-15,entregue,217,2022-04-30 00:00:00
934,NF-000934,1,1196,27.849.808/4124-11,Castro,2024-01-01,16905.41,1756.47,07901319850452,Braspress,YLX4OGE5LBICG,2024-01-19,,extraviado,176,2024-01-01 00:00:00
935,NF-000935,3,1149,58.657.809/1343-16,Farias Escola,2025-01-26,21202.04,1538.41,50842145100973,Total Express,1LKK7ZPBJ8FLY,2025-02-03,,aguardando_coleta,186,2025-01-26 00:00:00
936,NF-000936,1,517,01.742.684/1459-33,Silveira Colégio,2023-05-06,34102.93,2152.17,77546296934721,Jadlog,Y8JN2ECRXOW6S,2023-05-26,,devolvido,284,2023-05-06 00:00:00
937,NF-000937,3,1058,06.797.403/4471-34,Araújo Escola,2024-10-20,43085.02,2242.78,50842145100973,Total Express,R113M9OIKA963,2024-11-01,,em_transito,240,2024-10-20 00:00:00
938,NF-000938,1,358,78.499.121/6558-52,Câmara Alves e Filhos,2022-11-11,47577.4,1926.64,50842145100973,Total Express,8LZXC2M67WM4P,2022-11-16,,extraviado,9,2022-11-12 00:00:00
939,NF-000939,1,734,42.087.375/3001-19,Barros Centro Educacional,2023-10-31,24487.18,1981.45,50842145100973,Total Express,H1SU730K81IVZ,2023-11-13,,aguardando_coleta,18,2023-10-31 00:00:00
940,NF-000940,1,753,00.722.903/4944-66,Campos,2023-01-05,6188.77,706.94,07901319850452,Braspress,GU10H4W59MSNM,2023-01-14,2023-01-09,entregue,175,2023-01-05 00:00:00
941,NF-000941,1,1153,72181143744701,Campos Centro Educacional,2024-11-07,33656.22,526.39,50842145100973,Total Express,D2QSO2YJ03DLD,2024-11-23,,extraviado,99,2024-11-08 00:00:00
942,NF-000942,3,1049,03.926.142/9396-85,Novais S.A.,2023-12-25,40223.11,2604.34,77546296934721,Jadlog,5I0UH24Q9KSOD,2024-01-04,,extraviado,29,2023-12-26 00:00:00
943,NF-000943,3,1051,69.284.511/5447-96,da Mota,2023-01-21,23132.78,4264.41,07901319850452,Braspress,FFT8M93UCEXWN,2023-02-03,,aguardando_coleta,174,2023-01-22 00:00:00
944,NF-000944,1,221,51.256.746/8071-54,Cunha,2022-04-15,37453.39,896.65,77546296934721,Jadlog,9Q1DIARCI8YXT,2022-04-23,,em_transito,299,2022-04-16 00:00:00
945,NF-000945,3,575,36.226.609/3796-60,Nogueira Centro Educacional,2023-06-07,12874.29,2850.95,07901319850452,Braspress,K1OT1SZH2E5YK,2023-06-14,,extraviado,205,2023-06-07 00:00:00
