id,subject,description,status,priority,type,requester_id,submitter_id,assignee_id,organization_id,tags,custom_field_order_ref,custom_field_cnpj,satisfaction_score,satisfaction_comment,created_at,updated_at,solved_at,due_at
997,Cancelamento de pedido,Descrição do problema: cancelamento de pedido. Escola solicita resolução.,open,normal,problem,141,141,394,,pagamento,,,,,2022-03-10 00:00:00,2022-03-23 00:00:00,,2022-03-13 00:00:00
998,Boleto não recebido,Descrição do problema: boleto não recebido. Escola solicita resolução.,new,urgent,incident,158,158,413,121,login pagamento,938,,,,2025-06-12 00:00:00,2025-07-06 00:00:00,,2025-06-19 00:00:00
999,Suporte técnico - plataforma,Descrição do problema: suporte técnico - plataforma. Escola solicita resolução.,solved,low,incident,343,343,475,237,devolução plataforma cancelamento financeiro,,76.567.960/9010-51,,,2022-03-08 00:00:00,2022-03-09 00:00:00,2022-03-08 00:00:00,2022-03-14 00:00:00
1000,Cancelamento de pedido,Descrição do problema: cancelamento de pedido. Escola solicita resolução.,solved,urgent,problem,196,196,385,23,falta_material,,35.121.291/6063-26,,,2024-06-29 00:00:00,2024-07-16 00:00:00,2024-07-06 00:00:00,2024-07-05 00:00:00
1001,Cancelamento de pedido,Descrição do problema: cancelamento de pedido. Escola solicita resolução.,open,low,task,141,141,385,,login,,,,,2023-02-03 00:00:00,2023-02-25 00:00:00,,2023-02-04 00:00:00
1002,Erro no sistema,Descrição do problema: erro no sistema. Escola solicita resolução.,pending,normal,task,104,104,421,236,troca senha suporte_técnico login,,,,,2023-11-03 00:00:00,2023-11-28 00:00:00,,2023-11-04 00:00:00
1003,Boleto não recebido,Descrição do problema: boleto não recebido. Escola solicita resolução.,solved,low,problem,123,123,451,108,urgente digital,6,,good,,2025-01-04 00:00:00,2025-01-31 00:00:00,2025-01-06 00:00:00,2025-01-06 00:00:00
1004,Problema de login,Descrição do problema: problema de login. Escola solicita resolução.,closed,high,question,203,203,396,209,atraso,,,,,2023-07-03 00:00:00,2023-07-24 00:00:00,2023-07-07 00:00:00,2023-07-10 00:00:00
1005,Problema de login,Descrição do problema: problema de login. Escola solicita resolução.,pending,high,task,123,123,431,108,suporte_técnico boleto pagamento,,78.049.763/0442-41,,,2022-05-07 00:00:00,2022-05-13 00:00:00,,2022-05-14 00:00:00
1006,Senha não funciona,Descrição do problema: senha não funciona. Escola solicita resolução.,pending,low,incident,188,188,443,81,falta_material atraso material_danificado acesso,759,68.405.000/4397-47,,,2022-09-18 00:00:00,2022-09-26 00:00:00,,2022-09-26 00:00:00
1007,Material danificado,Descrição do problema: material danificado. Escola solicita resolução.,open,high,task,359,359,389,199,cancelamento atraso troca digital,1578,,,,2025-02-10 00:00:00,2025-02-18 00:00:00,,2025-02-17 00:00:00
1008,Material não recebido,Descrição do problema: material não recebido. Escola solicita resolução.,solved,low,task,200,200,471,33,urgente acesso devolução atraso,,,,,2025-01-19 00:00:00,2025-01-28 00:00:00,2025-02-07 00:00:00,2025-01-23 00:00:00
1009,Falta de material,Descrição do problema: falta de material. Escola solicita resolução.,solved,low,incident,124,124,430,37,entrega erro_sistema,,,good,,2022-10-02 00:00:00,2022-10-28 00:00:00,2022-10-16 00:00:00,2022-10-06 00:00:00
1010,Devolução de material,Descrição do problema: devolução de material. Escola solicita resolução.,solved,normal,incident,7,7,428,100,atraso login material_danificado troca,,,good,,2022-07-17 00:00:00,2022-07-27 00:00:00,2022-07-16 00:00:00,2022-07-24 00:00:00
1011,Falta de material,Descrição do problema: falta de material. Escola solicita resolução.,pending,low,task,97,97,404,292,digital acesso,,,,,2025-06-25 00:00:00,2025-07-19 00:00:00,,2025-06-28 00:00:00
1012,Atraso na entrega,Descrição do problema: atraso na entrega. Escola solicita resolução.,new,urgent,incident,146,146,395,177,financeiro acesso boleto,,,,,2024-12-23 00:00:00,2025-01-13 00:00:00,,2024-12-25 00:00:00
1013,Troca de material,Descrição do problema: troca de material. Escola solicita resolução.,closed,high,problem,375,375,435,150,atraso contrato troca,1090,,,,2023-02-23 00:00:00,2023-03-21 00:00:00,2023-02-23 00:00:00,2023-02-24 00:00:00
1014,Material danificado,Descrição do problema: material danificado. Escola solicita resolução.,solved,normal,question,257,257,442,67,entrega erro_sistema,617,5505915978,,,2023-10-09 00:00:00,2023-10-24 00:00:00,2023-10-08 00:00:00,2023-10-11 00:00:00
1015,Troca de material,Descrição do problema: troca de material. Escola solicita resolução.,pending,normal,task,225,225,402,22,atraso troca financeiro,147,1188826308,,,2025-08-14 00:00:00,2025-08-15 00:00:00,,2025-08-19 00:00:00
1016,Atraso na entrega,Descrição do problema: atraso na entrega. Escola solicita resolução.,closed,normal,problem,172,172,448,135,financeiro cancelamento,,84.137.126/2595-06,good,,2023-02-07 00:00:00,2023-03-01 00:00:00,2023-02-07 00:00:00,2023-02-09 00:00:00
1017,Cancelamento de pedido,Descrição do problema: cancelamento de pedido. Escola solicita resolução.,open,urgent,question,314,314,383,78,suporte_técnico material_danificado,,,,,2022-06-29 00:00:00,2022-07-25 00:00:00,,2022-07-02 00:00:00
1018,Falta de material,Descrição do problema: falta de material. Escola solicita resolução.,open,urgent,task,5,5,441,238,cancelamento acesso contrato,476,,,,2025-07-04 00:00:00,2025-07-14 00:00:00,,2025-07-06 00:00:00
1019,Atraso na entrega,Descrição do problema: atraso na entrega. Escola solicita resolução.,pending,urgent,problem,203,203,395,209,atraso financeiro,977,,,,2022-10-30 00:00:00,2022-11-25 00:00:00,,2022-11-02 00:00:00
1020,Boleto não recebido,Descrição do problema: boleto não recebido. Escola solicita resolução.,new,normal,incident,307,307,412,,pagamento troca,,,,,2024-07-20 00:00:00,2024-08-11 00:00:00,,2024-07-26 00:00:00
1021,Acesso à plataforma digital,Descrição do problema: acesso à plataforma digital. Escola solicita resolução.,open,high,question,299,299,474,10,erro_sistema pagamento nota_fiscal,,,,,2023-07-29 00:00:00,2023-08-05 00:00:00,,2023-08-04 00:00:00
1022,Atraso na entrega,Descrição do problema: atraso na entrega. Escola solicita resolução.,pending,high,problem,179,179,404,30,financeiro,,,,,2023-06-02 00:00:00,2023-06-21 00:00:00,,2023-06-08 00:00:00
1023,Falta de material,Descrição do problema: falta de material. Escola solicita resolução.,solved,high,problem,120,120,446,259,financeiro nota_fiscal acesso,201,,good,,2024-08-13 00:00:00,2024-08-12 00:00:00,2024-08-15 00:00:00,2024-08-17 00:00:00
1024,Problema de login,Descrição do problema: problema de login. Escola solicita resolução.,closed,high,incident,193,193,458,234,troca acesso falta_material,694,,good,,2024-02-25 00:00:00,2024-03-20 00:00:00,2024-02-25 00:00:00,2024-02-28 00:00:00
1025,Devolução de material,Descrição do problema: devolução de material. Escola solicita resolução.,new,normal,question,241,241,442,155,senha falta_material urgente,37,,,,2024-07-22 00:00:00,2024-08-07 00:00:00,,2024-07-24 00:00:00
1026,Pagamento duplicado,Descrição do problema: pagamento duplicado. Escola solicita resolução.,closed,normal,problem,72,72,404,166,devolução senha acesso,,,,,2024-07-28 00:00:00,2024-08-25 00:00:00,2024-08-07 00:00:00,2024-08-03 00:00:00
1027,Erro no sistema,Descrição do problema: erro no sistema. Escola solicita resolução.,pending,urgent,problem,218,218,470,222,nota_fiscal erro_sistema urgente,,,,,2023-04-07 00:00:00,2023-05-06 00:00:00,,2023-04-14 00:00:00
1028,Problema de login,Descrição do problema: problema de login. Escola solicita resolução.,closed,urgent,question,61,61,438,164,troca,,,,,2024-07-15 00:00:00,2024-08-10 00:00:00,2024-07-17 00:00:00,2024-07-20 00:00:00
1029,Pagamento duplicado,Descrição do problema: pagamento duplicado. Escola solicita resolução.,new,urgent,problem,54,54,480,5,devolução financeiro entrega,,3850294920,,,2024-06-06 00:00:00,2024-06-19 00:00:00,,2024-06-14 00:00:00
1030,Problema de login,Descrição do problema: problema de login. Escola solicita resolução.,pending,normal,problem,193,193,426,234,plataforma suporte_técnico entrega,,,,,2022-09-14 00:00:00,2022-10-11 00:00:00,,2022-09-19 00:00:00
1031,Falta de material,Descrição do problema: falta de material. Escola solicita resolução.,new,low,question,368,368,409,88,atraso,502,,,,2023-07-25 00:00:00,2023-07-28 00:00:00,,2023-07-30 00:00:00
1032,Nota fiscal com erro,Descrição do problema: nota fiscal com erro. Escola solicita resolução.,open,high,task,108,108,436,244,erro_sistema entrega pagamento,,,,,2022-11-19 00:00:00,2022-11-22 00:00:00,,2022-11-23 00:00:00
1033,Troca de material,Descrição do problema: troca de material. Escola solicita resolução.,pending,low,question,132,132,445,,acesso erro_sistema pagamento,935,48.190.517/6948-77,,,2023-07-10 00:00:00,2023-07-17 00:00:00,,2023-07-12 00:00:00
1034,Suporte técnico - plataforma,Descrição do problema: suporte técnico - plataforma. Escola solicita resolução.,closed,high,task,147,147,390,35,senha,,,good,,2024-09-04 00:00:00,2024-10-04 00:00:00,2024-09-06 00:00:00,2024-09-05 00:00:00
1035,Material não recebido,Descrição do problema: material não recebido. Escola solicita resolução.,pending,normal,incident,331,331,454,253,plataforma,,,,,2022-12-07 00:00:00,2023-01-02 00:00:00,,2022-12-14 00:00:00
1036,Erro no sistema,Descrição do problema: erro no sistema. Escola solicita resolução.,solved,low,problem,13,13,474,210,erro_sistema boleto nota_fiscal atraso,,77.174.157/1579-66,,,2022-10-07 00:00:00,2022-10-12 00:00:00,2022-10-16 00:00:00,2022-10-10 00:00:00
1037,Suporte técnico - plataforma,Descrição do problema: suporte técnico - plataforma. Escola solicita resolução.,closed,high,incident,273,273,425,266,suporte_técnico cancelamento,,,,,2024-01-26 00:00:00,2024-01-27 00:00:00,2024-02-16 00:00:00,2024-01-31 00:00:00
1038,Nota fiscal com erro,Descrição do problema: nota fiscal com erro. Escola solicita resolução.,new,low,problem,192,192,444,193,material_danificado erro_sistema cancelamento senha,287,16.558.759/4738-70,,,2022-09-01 00:00:00,2022-09-19 00:00:00,,2022-09-05 00:00:00
1039,Atraso na entrega,Descrição do problema: atraso na entrega. Escola solicita resolução.,new,normal,incident,303,303,386,264,material_danificado digital devolução,,,,,2022-05-31 00:00:00,2022-06-26 00:00:00,,2022-06-05 00:00:00
1040,Atraso na entrega,Descrição do problema: atraso na entrega. Escola solicita resolução.,solved,high,question,95,95,457,170,pagamento cancelamento entrega nota_fiscal,982,,good,,2025-09-02 00:00:00,2025-09-11 00:00:00,2025-09-02 00:00:00,2025-09-04 00:00:00
1041,Material danificado,Descrição do problema: material danificado. Escola solicita resolução.,closed,high,incident,222,222,408,230,senha boleto material_danificado falta_material,48,,good,,2022-03-10 00:00:00,2022-04-08 00:00:00,2022-03-14 00:00:00,2022-03-15 00:00:00
1042,Material não recebido,Descrição do problema: material não recebido. Escola solicita resolução.,solved,low,problem,194,194,480,282,entrega suporte_técnico financeiro,,,,,2024-08-22 00:00:00,2024-09-20 00:00:00,2024-09-14 00:00:00,2024-08-27 00:00:00
1043,Cancelamento de pedido,Descrição do problema: cancelamento de pedido. Escola solicita resolução.,solved,low,question,333,333,457,73,contrato atraso login,,,,,2022-04-08 00:00:00,2022-04-14 00:00:00,2022-04-24 00:00:00,2022-04-11 00:00:00
1044,Boleto não recebido,Descrição do problema: boleto não recebido. Escola solicita resolução.,solved,urgent,problem,174,174,385,242,boleto,,,good,,2025-06-02 00:00:00,2025-06-28 00:00:00,2025-06-25 00:00:00,2025-06-07 00:00:00
1045,Troca de material,Descrição do problema: troca de material. Escola solicita resolução.,pending,high,task,323,323,383,304,login pagamento cancelamento,,,,,2022-03-03 00:00:00,2022-03-07 00:00:00,,2022-03-05 00:00:00
1046,Nota fiscal com erro,Descrição do problema: nota fiscal com erro. Escola solicita resolução.,closed,low,incident,256,256,414,10,plataforma material_danificado,,16.582.730/8574-55,,,2022-10-12 00:00:00,2022-11-03 00:00:00,2022-10-14 00:00:00,2022-10-15 00:00:00
1047,Pagamento duplicado,Descrição do problema: pagamento duplicado. Escola solicita resolução.,pending,normal,problem,85,85,407,288,suporte_técnico,459,,,,2022-12-14 00:00:00,2022-12-17 00:00:00,,2022-12-14 00:00:00
1048,Erro no sistema,Descrição do problema: erro no sistema. Escola solicita resolução.,new,urgent,problem,279,279,399,263,material_danificado acesso,783,2937086091,,,2022-06-08 00:00:00,2022-06-25 00:00:00,,2022-06-14 00:00:00
1049,Senha não funciona,Descrição do problema: senha não funciona. Escola solicita resolução.,open,urgent,task,248,248,442,266,entrega troca,1043,,,,2023-11-11 00:00:00,2023-11-15 00:00:00,,2023-11-16 00:00:00
1050,Senha não funciona,Descrição do problema: senha não funciona. Escola solicita resolução.,open,low,task,217,217,382,184,senha material_danificado,,,,,2024-04-23 00:00:00,2024-05-01 00:00:00,,2024-04-29 00:00:00
1051,Falta de material,Descrição do problema: falta de material. Escola solicita resolução.,pending,low,task,298,298,454,280,boleto,,,,,2022-05-06 00:00:00,2022-06-02 00:00:00,,2022-05-08 00:00:00
1052,Erro no sistema,Descrição do problema: erro no sistema. Escola solicita resolução.,open,low,question,218,218,381,222,pagamento atraso,,6288466645,,,2022-01-19 00:00:00,2022-02-05 00:00:00,,2022-01-19 00:00:00
1053,Nota fiscal com erro,Descrição do problema: nota fiscal com erro. Escola solicita resolução.,pending,urgent,problem,321,321,385,237,digital devolução,,,,,2022-09-07 00:00:00,2022-10-04 00:00:00,,2022-09-07 00:00:00
1054,Devolução de material,Descrição do problema: devolução de material. Escola solicita resolução.,closed,low,question,51,51,417,33,erro_sistema troca urgente,,,,,2022-10-05 00:00:00,2022-10-19 00:00:00,2022-10-06 00:00:00,2022-10-07 00:00:00
1055,Contrato - dúvida,Descrição do problema: contrato - dúvida. Escola solicita resolução.,solved,normal,problem,252,252,424,208,pagamento financeiro,571,,bad,Problema não resolvido,2025-04-15 00:00:00,2025-04-25 00:00:00,2025-04-16 00:00:00,2025-04-17 00:00:00
1056,Pagamento duplicado,Descrição do problema: pagamento duplicado. Escola solicita resolução.,new,normal,question,106,106,402,188,login suporte_técnico urgente,55,,,,2023-10-05 00:00:00,2023-10-20 00:00:00,,2023-10-08 00:00:00
1057,Falta de material,Descrição do problema: falta de material. Escola solicita resolução.,pending,high,task,269,269,386,77,falta_material contrato,,89.489.467/2470-51,,,2023-06-03 00:00:00,2023-06-07 00:00:00,,2023-06-10 00:00:00
1058,Pagamento duplicado,Descrição do problema: pagamento duplicado. Escola solicita resolução.,new,urgent,problem,349,349,448,274,digital nota_fiscal,,,,,2024-06-17 00:00:00,2024-06-22 00:00:00,,2024-06-19 00:00:00
1059,Nota fiscal com erro,Descrição do problema: nota fiscal com erro. Escola solicita resolução.,closed,urgent,task,228,228,401,241,nota_fiscal login troca,,4915128635,,,2023-01-24 00:00:00,2023-02-08 00:00:00,2023-02-07 00:00:00,2023-01-29 00:00:00
1060,Contrato - dúvida,Descrição do problema: contrato - dúvida. Escola solicita resolução.,open,high,problem,290,290,410,114,troca,1032,,,,2025-06-23 00:00:00,2025-06-30 00:00:00,,2025-06-24 00:00:00
1061,Acesso à plataforma digital,Descrição do problema: acesso à plataforma digital. Escola solicita resolução.,new,high,question,251,251,410,,senha,,41.628.857/4137-73,,,2024-10-13 00:00:00,2024-10-29 00:00:00,,2024-10-18 00:00:00
1062,Erro no sistema,Descrição do problema: erro no sistema. Escola solicita resolução.,pending,normal,task,51,51,417,33,suporte_técnico falta_material,,94.103.518/5554-90,,,2022-06-29 00:00:00,2022-07-18 00:00:00,,2022-07-07 00:00:00
